,batter_name,pitch_number,pitcher_handedness,batter_handedness,inning,outs,strikes,outs_on_play,velocity,vertical_release_angle,horizontal_release_angle,spin_rate,release_height,extension,vertical_break,induced_vertical_break,horizontal_break,height_at_plate,side_at_plate,zone_speed,vertical_approach_angle,horz_approach_angle,zone_time,exit_velocity,launch_angle,direction,hit_spin_rate,position_at_110x,position_at_110y,position_at_110z,distance,last_tracked_distance,bearing,hang_time,pfxx,pfxz,vx0,vy0,vz0,ax,ay,play_result,traditional_cluster,distance_needed,potential_coverage,fielder_play_result,custom_cluster
24,"Seymour, Bobby",187.0,1,1,4.0,1.0,0.0,2.0,88.13238634,-1.680552291,-3.113089167,2132.01643,5.494349525,6.0166543589999995,-22.03903353,13.84614552,7.747881989,2.09854225,-0.423746605,80.31856015,-5.827858552,-1.650796786,0.431150682,91.86605352,52.07108970000001,-11.18261431,4434.572626,102.95911070000001,124.1214334,-38.72222162,250.35990159999997,92.49696426,-28.0234773,5.838175659,-5.107995301,7.998962033,6.722279802,-128.05439909999998,-4.451668967,-8.444142453,27.53445724,0,8.0,71.37022583786535,175.14526977,0.0,4.0
25,"Seymour, Bobby",238.0,1,1,6.0,0.0,1.0,1.0,87.13217254,-0.477831816,-3.327433065,1602.960633,5.362490233,7.090094646,-33.65558989,1.130766627,12.3126921,2.123515143,0.053779984,80.6288371,-6.893966372,-0.9714748590000001,0.424498334,95.62218134,-16.85530242,19.20372114,,,,,7.390748717999999,6.456565756,16.88251926,0.049804077,-7.772669736,0.757821821,7.074715102000001,-126.9309381,-1.894221369,-12.78373091,24.00531236,0,4.0,142.74412319670293,1.49412231,0.0,1.0
26,"Seymour, Bobby",300.0,0,0,8.0,0.0,0.0,0.0,82.22053366,-0.675680994,3.869316795,1982.647596,5.3286200930000005,6.066544597999999,-29.26694438,11.49768838,-11.54947915,2.263044897,-0.331425293,75.76486769,-6.15803539,1.701378246,0.45952938200000004,105.4201267,4.323147537,28.68237752,2943.142557,,,,88.73196182,88.73196182,31.14833758,0.619798584,7.2555523189999995,6.404097126,-7.7463068779999995,-119.51255079999999,-2.266514146,10.569017800000001,21.48929538,1,3.0,21.92274063309009,18.59395752,1.0,1.0
27,"Seymour, Bobby",113.0,1,1,4.0,0.0,2.0,2.0,84.16755359999999,-1.82225667,-2.996211592,1557.5742089999999,5.765238857000001,5.925429466000001,-28.71334541,11.13144107,10.70254434,1.6788544019999998,-0.09506154900000001,76.16757664,-7.232294871000001,-0.968691175,0.45431520299999995,105.28425109999999,-2.174999729,16.38225649,,,,,30.27059056,25.33005187,13.79148628,0.20066467300000002,-6.758171107000001,6.615220715,6.073590456,-122.19608810000001,-4.757776144,-10.07152564,27.30887144,0,4.0,119.77717288287994,6.019940190000001,0.0,1.0
28,"Seymour, Bobby",132.0,1,1,4.0,1.0,2.0,1.0,91.93163181,-3.028575197,-3.0716030460000003,2398.98705,6.3648994320000005,5.8198243970000005,-13.203275,20.41668709,6.907450976,2.442573635,-1.013490836,82.79115026,-5.516883339,-1.76563263,0.41732089299999997,69.35005911,9.247911957000001,-2.5358228,2621.904869,109.4048481,0.6834099370000001,-11.42495681,112.9222085,109.560746,-6.071101071,1.270745239,-4.719609491,12.00152271,6.922447676,-133.3086493,-7.504826975,-8.364802225,32.69458185,0,6.0,34.405100502548635,38.12235717,0.0,2.0
29,"Seymour, Bobby",269.0,1,1,9.0,1.0,2.0,0.0,90.45673267,-2.3055736380000003,-3.7221171610000003,2036.0802469999999,6.555684604,6.018731291,-14.74881934,19.29598718,2.980408886,3.185682129,-1.039769631,82.56066759,-5.075425834,-3.161402775,0.419949389,66.70040616,27.83939654,26.24768256,2139.2908030000003,98.42403563,39.97685538,49.1192929,229.1306486,227.3455443,25.43399823,3.434762573,-2.66850853,11.11204326,8.447478286,-131.323531,-5.772247476,-4.652671867,28.22294078,1,9.0,65.87364750328624,103.04287719,0.0,5.0
30,"Seymour, Bobby",241.0,1,1,8.0,1.0,1.0,1.0,91.61661459,-2.115466376,-2.191731349,2315.246013,6.196387821,5.30936934,-21.18430759,12.94778904,10.1870342,2.443280524,-0.238442701,83.36315858,-6.052234199,-0.289996667,0.420487414,101.6692239,-17.41708699,-12.41020295,,,,,7.001291146,6.303677508,-10.5399673,0.050307007,-6.031956651000001,7.470322744,4.717789115,-133.0174255,-5.692747531,-10.74929949,29.96118753,0,6.0,138.99931413334113,1.50921021,0.0,6.0
31,"Seymour, Bobby",264.0,0,0,7.0,1.0,2.0,1.0,89.93089169,-2.627570878,3.485349353,2373.873211,6.626679436,6.384835971,-22.08964172,11.6967626,-3.519042658,2.3630116340000002,1.268243415,82.77751415,-6.781623848,2.820283621,0.418352632,79.00291533,-27.34234936,-38.83828097,,,,,4.711073267,4.088561136,-56.47512704,0.039854126000000004,2.861597909,7.119151402000001,-7.854232235,-130.68329540000002,-6.6685311789999995,4.9677856689999995,26.54385084,0,5.0,111.63933188570999,1.19562378,0.0,6.0
32,"Seymour, Bobby",145.0,0,0,5.0,1.0,1.0,1.0,86.04364169,-2.231190014,2.264007405,2099.1212579999997,6.448930158,6.3277743520000005,-17.88656949,19.01686304,-3.249997492,2.901396712,0.305713069,79.03143262,-5.601643545,1.649161446,0.437224913,100.3384478,21.36240945,-13.62882972,3928.515132,104.25381750000001,40.89603774,-35.08611345,327.4133676000001,279.9305716,-29.56351121,4.037144165,2.386301104,11.00963766,-4.85532669,-125.1911288,-5.399305076,3.800268977,24.45372467,0,8.0,-14.163990400642255,121.11432495,0.0,4.0
33,"Seymour, Bobby",222.0,1,1,7.0,0.0,1.0,1.0,90.83367307,-1.073891522,-3.181959117,2224.413893,5.496747162,6.743753817000001,-26.34623096,6.183728677,12.65689663,2.318622167,0.017565952,83.66226553,-6.075687276,-0.771894802,0.41050011299999994,105.57555740000001,-3.790161767,-13.22351275,,,,,26.06908093,22.07900573,-13.01047829,0.17028015100000002,-7.867860455,3.7178498039999996,6.996901022,-132.23591820000001,-3.220457684,-14.00670958,26.77130133,0,6.0,119.93715993145871,5.1084045300000005,0.0,6.0
34,"Seymour, Bobby",84.0,1,1,2.0,2.0,1.0,1.0,91.29445273,-2.059278525,-2.250771636,2384.1028149999997,6.533847527000001,6.149043579,-18.75887799,14.36751013,4.621118968,3.06583894,-0.203703477,83.50408495,-5.591084394,-1.3774513769999999,0.414246227,91.17430955,41.08569244,4.671566698,4049.3008229999996,109.9277885,94.95031390000001,3.9779736939999997,291.4341409,181.6310125,2.187455197,5.887644653,-3.1465256860000004,8.399845722,5.071996805,-132.774629,-5.372614692000001,-5.612977498999999,28.61594564,0,8.0,30.10492805390699,176.62933959,0.0,3.0
35,"Seymour, Bobby",312.0,1,1,9.0,2.0,0.0,1.0,89.15529317,-0.19311795399999998,-2.9064043319999997,1831.8431719999999,5.84503053,6.262483239,-32.28325332,2.639237487,15.86899717,2.976498357,0.441828325,80.79550824,-6.321550212999999,0.11611643099999999,0.42532814700000005,99.62763268,-12.76455714,-5.884533154,,,,,14.18376125,12.56003257,-7.08004293,0.09243103,-9.608996628,1.5072562280000001,6.104289661,-129.6112426,-1.4058969069999998,-16.14951074,30.12461061,0,6.0,131.95802261682132,2.7729309,0.0,2.0
36,"Seymour, Bobby",256.0,1,1,7.0,2.0,1.0,1.0,75.0714354,1.241660236,-1.361363116,2253.123559,5.355892928,5.245090349,-53.74177978,-2.9077742389999996,-6.707333674,2.044629993,-0.419842826,68.89584838,-8.703966941000001,-2.610731661,0.513155141,86.79591349,53.99710315,4.2465947239999995,5889.4310049999995,109.7172913,137.9554175,-7.879560385,210.54805299999998,72.7611532,-6.985113061,6.0636383060000005,3.142686435,-1.8959426780000002,2.796014637,-109.088398,0.7341197009999999,3.7697092110000003,20.00953671,0,8.0,110.57648643490495,181.90914918000001,0.0,5.0
37,"Seymour, Bobby",176.0,1,1,5.0,0.0,0.0,2.0,82.46234343,-0.40992025,-2.408080122,2525.20105,5.165452168,6.126149634,-27.071448600000004,12.84286787,-0.112347783,2.530285141,0.18652800100000003,76.84014914,-5.46093229,-2.429092361,0.454711425,87.66327965,4.351268613999999,8.130348403,789.5306116,,,,76.97954473,74.11122540000001,8.175800432,0.652189331,-0.482713612,7.047440756,5.055475829,-120.13663989999999,-1.652243428,-0.718519673,19.23923233,0,4.0,73.18265091204496,19.565679929999998,0.0,2.0
38,"Seymour, Bobby",94.0,1,1,2.0,2.0,2.0,1.0,72.26790735,0.937830385,0.145552546,2427.0609210000002,5.2670192810000005,5.463283735,-53.72473455,-0.293741492,-16.56753003,1.667685469,0.708074462,67.62972967,-8.942190927999999,-2.924948976,0.5260998060000001,102.59711709999999,6.9313298660000005,8.225433807,796.2088237,108.66581880000001,1.191184825,17.07788404,117.30063329999999,114.3986926,9.040360569,0.8671453859999999,8.80253988,-0.37755131799999997,0.20832047399999998,-105.24235049999999,0.180282085,10.01553243,15.436918900000002,0,4.0,33.046105139825606,26.014361579999996,0.0,2.0
39,"Seymour, Bobby",31.0,1,1,1.0,1.0,2.0,0.0,83.85173871,-1.5972865840000001,-3.121017072,2481.061485,5.121377441,6.638233758999999,-24.00998517,13.84188898,4.93318663,1.655966789,-0.199547616,78.3091455,-6.1096045420000005,-2.190792028,0.442807749,105.22974359999999,16.51832392,18.25225379,1587.3241560000001,102.6417877,29.71982344,39.55557213,343.79694639999997,319.94178339999996,28.66882982,3.787196655,-3.410916327,7.988048466,6.527461466,-122.1375953,-4.054346617,-5.256469688,19.50019334,1,8.0,-29.838733906770255,113.61589964999999,0.0,3.0
40,"Seymour, Bobby",188.0,0,0,6.0,2.0,0.0,1.0,82.95610277,-1.984536221,2.716186593,2206.965596,6.98443874,4.637089986,-17.30891566,25.74380346,-8.655194164,3.653319347,-0.374351246,74.72090322,-5.179838402,1.1142384459999999,0.472249831,57.49897098,16.00477547,-6.264318788,2502.6754300000002,108.1001023,2.480123978,-20.355126000000002,116.103872,114.77507849999999,-10.9719253,1.665602417,5.33841913,13.95290635,-5.388277997,-120.19177450000001,-4.79704873,7.707534838,26.12365844,0,6.0,30.44136180196402,49.96807251,0.0,2.0
41,"Seymour, Bobby",267.0,1,1,8.0,2.0,2.0,1.0,85.21390185,-2.8243429160000004,-2.543812909,1945.261347,6.408414671,5.529857605,-21.21417426,18.674319399999998,8.247953199,1.99595722,0.8167646590000001,76.17605867,-6.813964574,-0.983267872,0.454564312,85.24106686,1.344978351,16.95427547,1768.9046079999998,,,,48.652293900000004,43.41026046,16.30689,0.398305054,-5.313728457,10.99941093,5.219907193,-123.4909456,-6.7836107629999995,-8.000196209,30.32831626,0,4.0,101.4248185910363,11.94915162,0.0,1.0
42,"Seymour, Bobby",50.0,0,0,2.0,0.0,0.0,0.0,79.24304467,-1.170044673,3.451779808,2000.8019570000001,6.869717767000001,4.79254907,-26.72966825,19.97733759,-5.147859941,3.531399318,0.673778614,71.90050699999999,-6.096930465,2.500371303,0.491883814,78.92885581,19.47696231,21.50202348,1389.957184,100.1874944,25.67033408,45.41343148,228.0029001,228.0029001,27.72822745,2.633953857,3.7144667730000003,10.73509376,-6.7527221310000005,-114.85916200000001,-3.260591657,4.923229443,22.83126211,1,9.0,67.22231133206482,79.01861570999999,0.0,5.0
43,"Seymour, Bobby",146.0,0,0,5.0,1.0,0.0,2.0,83.88991917,-0.8728834609999999,2.599311889,1881.94811,6.555803197,5.789427865,-27.35144724,12.5241967,-13.58786234,3.463702595,-0.27897100399999997,76.52585303,-6.000221665,0.043432425999999996,0.45449108899999996,98.0970207,8.419027666,17.75973973,1178.525267,103.45312320000001,4.743338152,37.38207072,135.5410218,133.37338,20.60905351,1.105839233,8.058782124,6.9882008120000005,-5.114090012,-121.9431656,-2.7089775539999996,12.08969346,24.80732413,0,4.0,15.222259125550828,33.17517699,0.0,5.0
44,"Seymour, Bobby",237.0,0,0,8.0,0.0,2.0,0.0,76.54809837,1.387437728,0.826013867,1893.9586739999997,6.444749487999999,5.417118555,-48.40719053,-1.081763972,12.84340061,3.710749559,0.15691889,72.00881935,-7.487265183,3.192001865,0.495129482,105.4170937,25.16893948,19.65341871,1723.9015350000002,103.97790570000001,53.28258745,35.89623209,358.11582630000004,269.10435160000003,24.14452288,5.025844116,-6.596082012,-0.8612982140000001,-2.004580709,-111.52162209999999,1.206170134,-8.508031251,15.50292619,1,8.0,-42.475266524677075,150.77532348,0.0,3.0
45,"Seymour, Bobby",301.0,0,0,10.0,0.0,0.0,1.0,85.59910718,-1.052356791,0.6929295059999999,2158.608112,6.823052172000001,4.769634503,-23.89758865,15.857112599999999,-5.59818434,3.833818972,-0.69772552,77.98374766,-5.452670885,-0.341685512,0.45380133100000003,93.58822690000001,56.86198622,26.61004358,4509.787963000001,95.95758892,162.9888879,53.77839656,184.44923899999998,71.6722358,29.59674489,6.516687622,3.102810092,8.527262721,-1.295968977,-124.3365972,-3.17126491,4.841405122,25.69057533,0,9.0,110.55144876340891,195.50062866,0.0,5.0
46,"Seymour, Bobby",137.0,1,1,4.0,1.0,1.0,0.0,88.06829867,-2.463634098,-2.2094451530000003,2026.627073,6.2635729620000005,6.767032372,-15.68263221,19.17577777,8.413753606,2.70410652,0.29216114,80.33067735,-5.455164955,-0.598322142,0.42493774100000004,103.43125500000001,-14.21779882,-16.18019458,,,,,10.31229884,8.83145207,-17.32444412,0.06887146,-5.32819336,11.39928798,4.718831553,-128.15384369999998,-5.938242719,-8.82567089,27.47036106,1,6.0,135.752076495397,2.0661438,1.0,6.0
47,"Seymour, Bobby",193.0,1,1,6.0,0.0,0.0,0.0,85.66442783,-2.4078740119999997,-2.829638498,1857.0259059999998,6.401773787000001,5.803769405,-15.18204739,23.45608997,16.18460783,2.893463175,-0.0037374490000000003,77.23990558,-5.269991409,0.23047213600000002,0.447383136,99.83972586,6.670243417000001,-13.50367679,2162.088455,104.58949720000001,5.594614849,-34.07380839,153.057019,150.5718388,-20.03654639,1.231050415,-9.630327563,13.41947908,5.637809366,-124.3201852,-5.709581696,-14.86587509,28.10064577,1,6.0,-7.215439075700498,36.93151245,1.0,0.0
48,"Seymour, Bobby",73.0,1,1,2.0,2.0,0.0,1.0,88.4470679,-3.682297006,-2.790328605,2192.983925,6.328519921,7.049116066,-14.46086316,19.51123713,6.340091863,1.770723365,-0.353022624,81.52720752,-6.433578085,-1.5770484319999998,0.419500726,103.1837352,-16.93373142,25.41106151,,,,,6.750811567,5.365478942,24.1652429,0.038889771000000004,-4.286553748,11.91836977,6.108612851,-128.629694,-8.654480331,-7.227456141,25.091390399999998,0,3.0,103.60581439503356,1.16669313,0.0,1.0
49,"Seymour, Bobby",256.0,0,0,8.0,1.0,1.0,0.0,86.64891327,-1.920955501,3.8965632880000003,2138.2113280000003,7.144783447000001,6.033175921000001,-21.37658326,15.19961607,-7.537327562000001,3.580003917,0.5595589129999999,80.29482923,-5.906723316,2.488087053,0.43528209799999995,84.21902428,5.9770115960000005,27.39881826,2805.518872,,,,81.17835909,77.81278658,28.77114337,0.7208404540000001,5.003651527,8.67183114,-8.343224426,-125.9329184,-4.898393102,8.146453742,22.26136062,1,3.0,29.567931701583305,21.625213620000004,1.0,1.0
50,"Seymour, Bobby",21.0,1,1,1.0,2.0,2.0,0.0,89.47980729,-2.63877474,-3.1352806660000003,2262.4247100000002,6.064751543,7.212643389,-16.28923686,16.90083602,2.262599465,2.313126259,-1.0851938559999998,81.83913139,-5.763415328,-2.699602759,0.414644225,97.16546083,13.24294688,28.77479685,1823.569622,91.38002375,16.66681363,61.23458929,203.89297309999998,203.89297309999998,38.52853898,1.9478796390000002,-2.177022912,10.32465356,7.0763763520000005,-130.1966111,-6.407090472,-3.727078295,28.00043567,1,9.0,91.12431209296506,58.436389170000005,1.0,5.0
51,"Seymour, Bobby",109.0,0,0,3.0,2.0,2.0,1.0,88.67570828,-0.739207451,4.9571773619999995,2077.1682600000004,5.026036427,6.224451952999999,-29.95787121,5.328829162,-14.2465774,1.845001457,0.30394561800000003,80.81776292,-6.395141351,2.264961535,0.427540286,86.50748577,-37.54544656,-0.020889803999999998,,,,,2.7319439389999998,2.492870031,-7.226836096,0.022488402999999997,9.225993164,3.12695662,-10.72779867,-128.642248,-2.570357347,15.39539581,27.73387124,0,6.0,143.7679900693675,0.6746520899999999,0.0,2.0
