,batter_name,pitch_number,pitcher_handedness,batter_handedness,inning,outs,strikes,outs_on_play,velocity,vertical_release_angle,horizontal_release_angle,spin_rate,release_height,extension,vertical_break,induced_vertical_break,horizontal_break,height_at_plate,side_at_plate,zone_speed,vertical_approach_angle,horz_approach_angle,zone_time,exit_velocity,launch_angle,direction,hit_spin_rate,position_at_110x,position_at_110y,position_at_110z,distance,last_tracked_distance,bearing,hang_time,pfxx,pfxz,vx0,vy0,vz0,ax,ay,play_result,traditional_cluster,distance_needed,potential_coverage,fielder_play_result,custom_cluster
10,"Seymour, Bobby",141.0,1,1,5.0,2.0,1.0,1.0,88.59430615,-2.454763822,-2.004030022,2167.60417,6.585600132000001,6.034170176,-24.50328967,11.12587181,8.571174089,2.268102896,-0.33499044899999997,80.53595284,-7.06800685,-0.379523161,0.42960993799999997,95.96588206,-20.95885876,28.7218223,,,,,6.272667421,4.294852348,28.74157459,0.042664185,-5.271165217,6.798001931,4.2371266180000005,-128.7328595,-6.286562191,-8.759767018,29.14380573,0,3.0,103.86153611316969,1.27992555,0.0,1.0
11,"Seymour, Bobby",118.0,1,1,4.0,1.0,1.0,1.0,88.3455177,-1.808003805,-2.5149514859999997,1962.85248,5.968314681,5.979193774,-20.03291232,15.20095661,9.237428704,2.621035625,0.280667999,81.67223838,-5.548525202,-0.7845295590000001,0.427220108,100.5999342,40.48540176,-3.73387092,3833.558932,108.6295925,96.37952419,-17.30714577,334.411209,179.25671119999998,-20.01143718,6.123651732999999,-5.602072576,8.646415845,5.350607066,-128.54987859999997,-4.702813544,-9.480861969,23.80655024,0,8.0,-13.687022212625441,183.70955198999997,0.0,4.0
12,"Seymour, Bobby",305.0,1,1,9.0,1.0,2.0,0.0,68.61981832,1.828442637,-0.031013095,2037.6305989999998,5.360426371,5.481317044,-66.7786978,-6.171167841,-12.54826162,1.506644769,0.73329951,62.98767129,-10.58302619,-2.386639661,0.560318305,82.85403688,14.07899374,22.06903164,1389.623534,100.322013,17.60042698,45.11608149,210.3145099,209.45081509999997,27.13906597,2.2559100340000002,6.677122661,-3.852335154,0.387703653,-99.70958001,1.4070054280000002,6.651832303,17.59612681,1,9.0,84.82892597719554,67.67730102,1.0,5.0
13,"Seymour, Bobby",172.0,1,1,6.0,0.0,1.0,0.0,80.59489640000001,2.218267487,-4.145114648,1801.007882,3.7972451260000004,6.321044342,-45.55486203,-3.165073695,16.23837058,2.05009124,0.46189912200000005,73.68315094,-6.392499692,-1.070493035,0.468599847,103.21725119999999,12.4130252,22.64400771,1589.97656,98.88236154,16.68695103,48.18864379,227.62238619999997,226.68738599999998,30.68664799,2.010863647,-10.06114571,-2.358089414,8.041898291,-117.0162868,3.314260782,-13.93812722,22.258515799999998,1,9.0,67.51827537942964,60.325909409999994,1.0,5.0
14,"Seymour, Bobby",227.0,1,1,7.0,2.0,1.0,0.0,74.33239363,3.409221165,-3.2893744330000003,1779.3568850000001,3.4924347769999997,6.801608251,-57.8764723,-8.835409417000001,17.14832458,1.789016295,1.3413394790000002,67.96868255,-7.633703076000001,-0.004723482,0.5040242770000001,87.53192403,18.55497388,-32.66562997,3013.157098,87.80130497,25.98834026,-66.26392677,262.59829049999996,195.6889541,-42.90193771,2.816864624,-10.52300635,-5.921139879,5.822085641,-107.9819007,5.1472760410000005,-12.37297191,19.53216083,1,7.0,34.86512554802227,84.50593872,0.0,0.0
15,"Seymour, Bobby",43.0,1,1,2.0,0.0,2.0,1.0,88.53352915,-2.886563575,-2.7664366819999997,2079.363531,6.13381479,5.852506653,-18.5872474,17.02403401,9.93553242,1.897762461,-0.189577178,81.19126259999999,-6.357680616000001,-0.90174989,0.429502127,106.30413,6.914474519,14.82050358,1428.281869,105.01101740000001,1.943644568,32.75023553,122.68764340000001,121.1537428,17.63840406,0.89336853,-6.098799808,9.947961631,5.89065735,-128.5945388,-7.096208133999999,-10.23657229,26.07617362,0,4.0,27.372962140228005,26.8010559,0.0,5.0
16,"Seymour, Bobby",218.0,1,1,7.0,2.0,2.0,0.0,85.67400819,-3.091602387,-2.4530181069999997,2015.4608629999998,6.638710111,5.966553227,-25.95905216,12.21087113,11.96236884,1.603993314,-0.42836927799999996,78.16967831,-7.955640732000001,-0.192014109,0.444664196,106.61992250000002,8.609846586,11.16963081,1101.19298,107.0401877,10.57279459,25.34519277,195.6580341,193.9329991,14.29677262,1.5715570069999998,-7.211515806,7.537704946,4.9629649019999995,-124.3931879,-7.518941827000001,-11.22131003,26.56513437,1,8.0,125.93136356654152,47.146710209999995,1.0,5.0
17,"Seymour, Bobby",86.0,1,1,3.0,1.0,0.0,1.0,87.19357428,-1.437029937,-1.4587263209999999,2195.264027,5.863079156,6.298608392999999,-17.92018427,18.40140549,10.73296281,3.045164213,0.411979925,79.08518347,-4.839558547,0.5854247229999999,0.433764437,94.8332858,-7.604624668,41.61380538,,,,,21.13904419,19.77880063,35.34540763,0.151096802,-6.331933062999999,10.5318071,2.9172102730000002,-126.8722264,-3.70737017,-10.22537337,28.1955272,0,3.0,89.1865432665225,4.53290406,0.0,1.0
18,"Seymour, Bobby",189.0,0,0,5.0,2.0,1.0,1.0,75.31913009,1.725252375,0.010898978,2832.74708,5.8278737529999995,5.147745189,-66.73103572,-15.13354612,11.350572999999999,1.8914825180000001,-0.009316866,68.20407183,-10.68898442,2.144257295,0.516994359,98.2165973,8.429171325,32.28486762,2301.537057,90.47185227,5.127019113999999,62.5685375,139.4607292,137.2850781,35.91583627,1.12593811,-5.994829365,-8.59979414,-0.36558132600000004,-109.2693469,1.2641554,-7.073260094,23.57837844,1,3.0,-29.510612397519935,33.7781433,1.0,5.0
19,"Seymour, Bobby",120.0,1,1,3.0,0.0,1.0,1.0,83.16985322,0.534550552,-1.861403896,1606.7459,5.6400304320000005,6.017245443999999,-40.25670755,0.6846307509999999,16.82239691,2.780658597,0.873985844,74.60100274,-7.116942371,1.35142835,0.460524284,67.61239236,-24.18302946,43.86853889,,,,,7.460942655,5.231165432,27.87207008,0.070325317,-9.824354533,0.185191468,3.4390889639999997,-120.8407326,-0.040063394,-14.16360259,29.03467249,0,3.0,103.01284551464755,2.10975951,0.0,1.0
20,"Seymour, Bobby",133.0,1,1,3.0,2.0,1.0,0.0,81.30656894,-0.281766642,-1.887197315,1603.053274,5.928965923,6.0308045539999995,-34.19293404,8.041997593,6.14676954,2.8185174330000002,0.9466048990000001,73.91780636,-6.734471211000001,-0.7221820870000001,0.467743129,93.86932279,15.28687266,-23.65423649,3695.0942200000004,96.69023906,24.54995836,-52.44967714,249.35045469999997,225.41812799999997,-33.95601732,2.7696026610000004,-3.919103172,4.45619067,3.7202754419999997,-118.25601409999999,-1.5621838069999998,-5.494562778,24.64450937,1,7.0,47.76686404571272,83.08807983000001,0.0,0.0
21,"Seymour, Bobby",199.0,1,1,5.0,2.0,2.0,1.0,88.24773408,0.016949602,-2.405575872,1982.6809660000001,5.820192205,5.9692833510000005,-32.45798488,3.244488198,11.87885411,3.1310861830000003,0.907690929,80.69874136,-6.083951504,-0.165783339,0.4300517,84.29436655,-43.43648281,-1.546990284,,,,,3.307689248,2.773720949,-17.30260119,0.03496521,-7.109476459,1.7507808009999999,5.016284787,-128.365622,-0.9903186970000001,-11.84047151,27.03142432,0,6.0,143.07466917616173,1.0489563,0.0,2.0
22,"Seymour, Bobby",273.0,1,1,8.0,0.0,1.0,1.0,88.76833592,-1.075734951,-2.839553282,2033.251288,5.72240151,7.1211069810000005,-21.23900423,12.67285966,0.18914229300000002,2.9755954489999996,-0.340812393,80.83567418,-5.160043992,-2.80310238,0.41912865,66.73753213,-7.600209187999999,18.80756667,,,,,16.12790506,13.29654159,19.93725707,0.16870544399999998,-0.957659802,7.482055973,6.406653201,-129.2602217,-2.955180147,-1.608248319,28.80632581,0,4.0,133.9980060831163,5.0611633199999995,0.0,1.0
23,"Seymour, Bobby",77.0,1,1,2.0,1.0,2.0,0.0,84.43801688,-1.125969851,-3.082115317,1660.575995,5.754569095,6.177720527000001,-33.83085612,4.700422915,10.39941078,1.8940191000000002,0.17601472,77.85394009,-7.471892407,-1.121242525,0.446764062,88.30739885,15.69621424,34.79706441,3089.053832,86.57559396,18.20031485,67.85725713,199.9731428,140.972878,42.401677500000005,1.945293579,-6.4821366760000005,2.858911818,6.308726743999999,-122.8196119,-3.4080160160000004,-9.942465027,23.37897028,1,9.0,95.34619972879295,58.35880737,1.0,5.0
